Country,GDP_Per_Capita_2015,GDP_Per_Capita_2016,GDP_Per_Capita_2017,GDP_Per_Capita_2018,GDP_Per_Capita_2019,GDP_Per_Capita_Growth_2015,GDP_Per_Capita_Growth_2016,GDP_Per_Capita_Growth_2017,GDP_Per_Capita_Growth_2018,GDP_Per_Capita_Growth_2019
Mexico,9616.64555810607,8744.51555912786,9287.84958732302,9686.98492655586,9950.45008048459,2.01903688371814,1.40302067337798,0.931456541585035,1.05031421707116,-1.26011567224396
Marshall Islands,3199.88684631989,3490.99838885713,3672.57678328424,3793.55098267479,4073.10982973584,1.15223297359046,0.823567721794149,2.66363108243138,2.93818083190456,5.95717198589657
Middle income,4756.47745831489,4733.85135327723,5143.3224741972,5401.50349437534,5481.3737581515,3.25405363262267,3.45641319082183,4.00668543488084,3.71553607121903,2.91212407713797
North Macedonia,4861.55397141497,5149.58907435906,5450.4928808666,6108.74010831698,6070.38805358275,3.71765660257569,2.73585322254593,0.98373642544189,2.79561511891441,3.88655214622943
Mali,751.47288662264,780.723569528087,830.021515346886,894.804776510366,879.043187300812,3.09991301016213,2.74912773755298,2.19402842275547,1.64255983514556,1.66395525277679
Malta,24921.6036820869,25741.4460613677,28250.6977747589,30672.2922439038,30186.1959621979,7.02341289238701,1.73573001006562,5.19857739445129,1.56979969325337,1.47093023044587
Myanmar,1196.74335747421,1136.61066545868,1151.11446155062,1250.17369130663,1271.1115749486,2.49328468190495,9.74847882390068,5.08183410223336,5.759520090802,6.08461268337797
Middle East & North Africa (excluding high income),3807.58060261944,3791.3026224359,3676.93134292149,3447.44418508612,3449.76562631738,-1.09511107042889,4.89331713217614,1.09820356331637,-1.07334302939418,-1.12198311247397
Montenegro,6514.27269528653,7028.93657685094,7784.06528996557,8845.91421887296,8910.65083414613,3.33238457780671,2.92545800874741,4.70468752737763,5.10254439807166,4.09623694324546
Mongolia,3875.32167504717,3658.39030030916,3687.10000337811,4156.8469697802,4404.84583020208,0.388463385380476,-0.433679901746515,3.68853378857119,5.82715120700583,3.80294008233133
Northern Mariana Islands,16314.3835493645,21891.1847936355,27584.7435149329,22886.6740494647,20659.6402915421,2.49751065125838,28.2738517644813,22.3735947242237,-19.8213790200896,-11.6457911935762
Mozambique,589.85904996253,428.926672944529,461.415094120589,503.317925171139,506.641639083046,3.74042205271795,0.884713236588894,0.775346479703657,0.473340200048128,-0.616865368058384
Mauritania,1524.07175254803,1536.85488788877,1587.61126325063,1670.2041645288,1743.30290093768,2.37076098298319,-1.59018303722354,3.31636794202008,1.66083209679408,2.89992206394601
Mauritius,9260.44730250635,9681.61856689674,10484.9083620411,11208.3438184474,11097.168977137,3.41602394691346,3.76659648343872,3.72056764157287,3.70309459271954,2.97917002128392
Malawi,380.596987683774,315.777987100071,506.137294436399,544.593435393373,591.846389556646,0.0021044705434007,-0.255665063338284,1.26357063864582,1.67003366205537,2.69981228160685
Malaysia,9955.24272167626,9817.78709031009,10259.3048064811,11380.0820900475,11432.8229973018,3.68772164252655,3.04160128473568,4.38394395688798,3.43515895806416,3.0608088603617
North America,55542.9660728818,56451.5175005901,58605.3442919246,61391.2697688724,63342.982181708,2.12502673181814,0.879867724562359,1.68480932235562,2.34544203984983,1.57481896410086
Namibia,4896.61526001377,4546.98668754958,5367.11467444788,5588.39286411942,5009.68590391401,2.39612202094233,-1.79643348191252,-2.86362140425037,-0.825493378477319,-2.72466136719636
New Caledonia,32520.2941628143,32391.1972180394,33976.5555540689,36382.487655681,34788.529281587,,,,,
Niger,484.153137350801,500.214911266535,517.771572271371,570.723921953592,554.099389259855,0.418328365503129,1.7372252956601,1.04675078565515,3.19595439522324,1.99706262597826
Nigeria,2687.48005643212,2176.00277201515,1968.56539847444,2027.77854863842,2229.8586518613,-0.0292823054560643,-4.1683884058564,-1.78881762090789,-0.679724707768486,-0.379752402189268
Nicaragua,2049.8516660809,2107.5740596602,2159.15671369193,2014.57518879047,1926.69969398276,3.43655908431992,3.22379915267035,3.30721604895172,-4.56925348119202,-4.85210864564721
Netherlands,45175.2318933798,46007.8529206547,48554.9922761756,53018.6293562696,52476.2732533327,1.50826618391271,1.64931554652068,2.30428473259315,1.76493726416223,1.28988912106223
Norway,74355.5158575643,70460.5605323322,75496.7540581998,82267.809316159,75719.7528965342,0.95750076290291,0.185059679800673,1.50018092554136,0.453550486030423,0.0679926261787642
Nepal,901.749607715071,899.523581017634,1048.45375534427,1178.52593245237,1194.95687572575,3.55633538398823,-0.481931971808237,7.5210298922342,5.84871082835983,4.74451271488148
Nauru,8341.01227776155,9521.04210071383,10339.385479551,11614.665076832,11029.7355824213,2.85400109961513,2.58258544968496,-6.66497138119038,5.09401596169923,-0.798959494611665
New Zealand,38630.7265886928,40080.4941137172,42992.8952738896,43306.0700032372,42755.2162634522,1.61720893840365,1.42623836172024,1.47153285884679,1.37354364665912,0.0275641486978628
OECD members,35612.5061296802,36072.0844579063,37407.2643344896,39372.8359198699,39552.6617963179,1.91758970502384,1.17497614929995,1.87517731727644,1.77212491578133,1.23281289416374
Oman,18444.9270020773,16772.7392134801,17329.1854626719,18947.3664959773,17700.7034900714,-0.891334462262279,0.0775161835069582,-3.70965167080264,-2.14297956471468,-4.02112716672669
Other small states,12779.2189115481,12384.397390261,13201.5186944606,14354.4467109094,13799.5866939806,1.00601330941561,0.914328291613998,-0.797213809829699,0.177206790600778,0.141020125191261
Pakistan,1356.66783065763,1368.42696140417,1464.9261954181,1482.21306651797,1288.55632450434,2.56646710358606,3.34791165243369,3.38392800367239,3.68103446177759,-0.880818100199619
Panama,13630.3011411301,14343.9802572159,15146.4085115348,15544.9990788449,15774.2549406847,3.94283658821021,3.17045468651418,3.79946361861217,1.94510324446577,1.29253637338742
Peru,6229.10067398112,6204.9964574796,6710.50760214164,6957.79341149359,7027.61220697723,1.96334440822348,2.42290485450216,0.829126308957157,2.19794844938977,0.565474347551628
Philippines,3001.04318170103,3073.65468570946,3123.24564174845,3252.11027410024,3485.3408438977,4.68187850526492,5.54671238464452,5.3966531060456,4.86730872952965,4.68037644699137
Palau,15876.4619303708,16835.9860029349,16019.9898927509,15895.2598961532,15232.4870840509,7.29556213562459,-0.382245190865746,-3.77798662719752,-0.676091287518872,-2.38673482560449
Papua New Guinea,2679.34657921324,2509.62963689931,2695.24900855956,2801.37139302915,2820.30639650689,4.46146503356071,3.3981627986184,1.49445565230526,-2.22916792257401,2.45900693393675
Poland,12578.4954734362,12447.4395912808,13864.6817579973,15468.4822194105,15732.2031311754,4.30581423680569,3.1860709143334,4.81757385257684,5.35391420222633,4.77053944228503
Pre-demographic dividend,1558.66068722911,1385.78491841895,1407.09692915787,1462.37418055451,1489.82232270768,0.287522637366607,-0.544236459707491,-1.22332706901062,-0.252547956331767,0.515221410271138
Puerto Rico,29763.4883013861,30627.1634017011,31108.7605697675,31604.7015144578,32850.5486123592,0.706704568897791,0.666133347916414,-0.509099448693803,-0.18737030505585,1.47401058298671
"Korea, Dem. People's Rep.",,,,,,,,,,
Portugal,19242.3664710981,19978.401214968,21437.3475036794,23551.0482905614,23330.817288932,2.2144828853083,2.34182321593775,3.75909438887767,3.01412372965098,2.65839260557085
Paraguay,5413.77602061858,5324.60906777777,5678.8699722,5782.78454981286,5380.9633218413,1.58379371049865,2.89685661490968,3.44894824730363,1.88363182374449,-1.65407082014168
West Bank and Gaza,3272.15432360708,3527.61382413178,3620.36048715937,3562.33094270256,3656.85827137011,1.37258508832343,6.44666146094556,-0.577622802403482,-1.30481419195327,-1.15161366535136
Pacific island small states,3832.18455210798,3963.69237254896,4220.25656123686,4340.02074365313,4270.4110635243,2.34332243132395,2.33094948275816,2.88092971299794,1.42664165742772,-0.568482158564322
Post-demographic dividend,40694.3500653984,41442.7623830607,43033.4407976666,45492.8020181508,45819.4800834415,1.84669282908385,1.31963861138979,2.00099299533332,1.92968585577864,1.42977045296266
French Polynesia,,,,,,,1.75934560999676,3.71396037737055,2.6857110948952,2.37569410108811
Qatar,63039.1126258027,57162.9680117767,59124.8672712073,65907.9484350408,62276.4286944365,0.404893040090641,-0.37872450351378,-4.04077563441363,-0.837914028240689,-1.1032324087458
Romania,8969.14892146193,9548.58740298268,10807.0091671993,12398.9819787666,12899.3461112897,3.43874923608918,5.30536396716246,7.9415586584485,5.09011110670698,4.73858787008214
Russian Federation,9313.01362484996,8704.89841329594,10720.3326583505,11287.3552780815,11497.6492498593,-2.18388838737465,0.0102484619192325,1.70938991615724,2.81552569192898,2.07881130890352
Rwanda,751.077392617885,744.760748755977,772.316989145919,783.637162814808,820.149288558594,6.1238343540962,3.24843958156001,1.26747309893398,5.74614049530018,6.64358394861513
South Asia,1543.0481307214,1652.25180081923,1867.44396793317,1894.00888357406,1959.52584479156,6.03166330373581,6.34803142694622,5.31482224129563,5.17880140146161,2.83316200716395
Saudi Arabia,20627.9269288204,19878.7638365016,20802.4663134648,23337.0175494347,23139.7979808237,1.47706007191984,-0.603769618995187,-2.71382744999026,0.605723335699551,-1.32503213598616
Sudan,1329.63596169544,1069.83995681729,1011.5212160524,740.746767001408,610.927861513165,-0.513715753423682,1.01519722915089,-1.67431434434694,-4.98142712901878,-4.48984342796072
Senegal,1219.24941513302,1269.90329385985,1361.70197218375,1458.06909258145,1430.14825900162,3.42150148451282,3.41182379733205,4.4411878629361,3.29534615117551,1.57049679945986
Singapore,55646.6187469505,56848.1753918367,61176.4563611565,66679.0464899752,65640.7079484985,1.77390780774796,1.99706567047267,4.42782016185458,3.01247744349737,0.192150836011294
Solomon Islands,2167.11992829078,2225.48684209273,2332.84421585545,2411.86292635277,2344.04897615315,-1.28374907121884,3.09286869328508,2.59550850505579,1.26530359076786,-1.35921200161332
Sierra Leone,588.228862794816,501.415165523953,496.682294873131,533.991533265984,521.754836722241,-22.3120965034419,3.78444419301765,1.97222909064014,1.27738952655478,3.05763409073658
El Salvador,3705.57970353453,3805.99568574434,3910.25440332717,4052.62477533742,4167.73093878563,1.91334416315701,2.04553340356148,1.73469434223202,1.9119532499339,1.86206594609182
San Marino,42662.9026513461,43828.2324609315,45399.0290605549,48996.592248824,47731.2085399347,1.27996647714281,1.63264134497325,-0.241968818318767,1.20511638524026,2.13285251799644
Somalia,386.437816984877,389.822061534188,384.463401435243,389.83139549804,419.39480767891,11.7838973866835,5.43115533466543,-0.245105662672273,4.6722676697127,5.03920506752881
Serbia,5588.98072768556,5765.20076202711,6292.54362926707,7252.40185773992,7417.20364852201,2.31101588882194,3.88118476026682,2.64598586238259,5.0675948814029,4.89309425558007
Sub-Saharan Africa (excluding high income),1687.10179837136,1528.18553526174,1588.05970444351,1625.82097114825,1628.84112706461,0.104692762337493,-1.51806395925389,-0.255714010073504,0.0079433326435776,-0.075835226416558
South Sudan,1119.65143716565,,,,,-12.1317983603027,,,,
Sub-Saharan Africa,1688.32725146016,1529.43925636502,1589.37001328992,1627.11035991953,1630.12737786282,0.10637481737821,-1.51522565705609,-0.253685796474514,0.0073218204184968,-0.0768410645230233
Small states,11738.1124733058,11350.7256733568,12032.933965063,13001.1586933361,12594.6768910683,0.997135395632625,0.573511458812632,-0.617346848615057,0.431553484727104,0.165187251709
Sao Tome and Principe,1584.77565743788,1700.09799666364,1813.80743359704,1953.5132573676,1987.57970166818,1.97731863125929,2.22623330931071,1.91077016859155,1.02033794510234,0.302078271457091
Suriname,9168.23715664009,5872.78942866166,6295.56056173578,6938.08698147294,6853.69341077988,-4.42304623547729,-5.88315311840861,0.567009681821375,3.94868880728451,0.163586537511492
Slovak Republic,16335.6453975896,16501.0838450986,17494.7287902036,19380.5135070548,19303.5456581383,5.11570678786038,1.80035277956956,2.82050737986216,3.6507463416053,2.46660937052457
Slovenia,20881.7669299329,21663.643413767,23455.9447259222,26104.1027889949,25942.9547741436,2.13325802761534,3.11634660116351,4.74710618321161,4.04458737932572,2.53409090453896
Sweden,51545.4836095322,51965.1571531985,53791.5087298403,54589.0603860606,51939.4297445291,3.39017629600058,0.79614630049835,1.19514757132167,0.772577449000039,0.957561656419784
Eswatini,3680.34947283775,3425.53195692846,3914.41848379603,4105.89368278939,3915.64346723669,1.39265165153255,0.159392270274722,1.04568593576538,1.33859129669773,1.55315112546384
Sint Maarten (Dutch part),32274.8905524359,31616.6816992667,29369.0568278169,29160.1038110689,,-2.54799742433998,-2.37652931021542,-7.20461872134864,-6.78379495252608,
Seychelles,14745.3414620288,15068.6203494184,15945.2649266263,15994.8198615534,16213.4807569248,2.6233915237341,3.17327021348123,3.46414233289319,0.804608597076964,0.296482430091345
Syrian Arab Republic,916.358033064448,707.505266723622,942.518915865706,1268.23584864054,1334.37059333293,0.649743497767503,-2.75679041479127,1.42046689646867,2.37767882977195,2.98763280226586
Turks and Caicos Islands,26183.8850440535,28241.479293178,27545.1287854295,29553.1366979053,31350.8666282662,9.43374831039085,5.55255842807325,-3.95617949031259,4.06605759859266,3.87129129429537
Chad,776.019752284262,693.449767448537,665.948884859102,726.151007088549,709.54004317463,-0.490723968196917,-9.15694224466328,-5.92875313174368,-0.674920920026565,0.209664512309331
East Asia & Pacific (IDA & IBRD countries),6561.19100586798,6648.81244815453,7210.91699438358,8012.14971049584,8235.58367678187,5.86465044516562,5.77959080499659,5.89094758605964,5.81492412535094,5.16966159968879
Europe & Central Asia (IDA & IBRD countries),8019.89384556481,7677.40046878136,8562.50740041241,8876.15396402873,9013.79564853992,0.89654610187641,1.42012392318782,3.69545464673229,3.05793947779517,2.25097935177097
Togo,570.909967175308,803.1518934041,830.745276651438,901.523016898937,893.352454121675,3.06917664636548,2.93357911261434,1.79243016113288,2.43974208945798,2.93818166189259
Thailand,5840.05306687798,5993.30551610045,6593.81835157138,7296.87960772339,7817.00967118918,2.72014084683276,3.05004792655492,3.81867425078065,3.86148228881737,1.97689245743686
Tajikistan,978.404981180605,807.10258610434,848.672379903239,853.218873401321,890.544402355733,3.47738299697102,4.31428456351641,4.48656343288916,4.99210090647853,4.86305682399173
Turkmenistan,6432.68532538494,6387.68257527254,6587.09260439788,6967.37504258806,7612.03518009452,4.60627168562475,4.37907625854506,4.73730275911537,4.50768703055272,4.66863745339606
Latin America & the Caribbean (IDA & IBRD countries),8482.30122131137,8186.78813467787,9037.22154892314,8743.52788324258,8525.42186054549,-0.548786230114345,-1.16838537058179,0.971941971048508,0.745122620023267,-0.150096980182227
Timor-Leste,1332.79185551378,1353.75493422806,1299.49463507231,1249.13835051953,1583.71357646622,0.874639774779823,1.4355266984744,-4.93996280439322,-2.62331202144843,17.211410382627
Middle East & North Africa (IDA & IBRD countries),3813.93669030623,3794.44956816618,3677.60855157959,3446.05690469067,3447.243891381,-1.11861067849171,4.87834364768078,1.1161457963923,-1.06948480635587,-1.12022657680066
Tonga,4336.23960272654,4157.87724876095,4513.4325306349,4740.70027224476,4903.01213835449,1.41583317399663,6.18851952679165,2.452312649135,-0.863365350326134,-0.517228592727164
South Asia (IDA & IBRD),1543.0481307214,1652.25180081923,1867.44396793317,1894.00888357406,1959.52584479156,6.03166330373584,6.34803142694619,5.31482224129567,5.17880140146161,2.83316200716392
Sub-Saharan Africa (IDA & IBRD countries),1688.32725146016,1529.43925636502,1589.37001328992,1627.11035991953,1630.12737786282,0.106374817378168,-1.51522565705605,-0.253685796474556,0.0073218204185394,-0.0768410645230517
Trinidad and Tobago,18214.460619356,16250.6286879928,16173.7400502023,17037.8623561897,16637.1629387697,0.891688877509651,-6.0973259692669,-3.44273320815914,-0.350171817474873,-1.60945212003946
Tunisia,4094.83628744518,3924.36334591653,3687.77746085503,3680.89259713943,3574.65402418454,-0.054598177447275,0.0082861647566119,1.08617526745563,1.34297688771908,0.278958759643274
Turkey,11006.2795239649,10894.6033779275,10589.667724687,9454.34844272271,9121.51516673708,4.32812777141611,1.6424634093915,5.79426441255653,1.44952251842886,-0.427943737218101
Tuvalu,3197.77225194394,3253.89953558627,3574.06528751804,3701.70925450693,4055.89560959738,7.90386297188581,1.81467167715323,2.87584751386873,1.25271621034332,8.34353517280346
Tanzania,947.933351658407,966.503016569611,1004.90658838695,1042.8387560513,1085.88486002476,3.0275004785058,3.71677119545821,3.64371830176266,2.35508345813247,2.71933648559543
Uganda,847.267628934656,736.559847412133,746.830752928351,770.600784343292,798.585734133959,1.57225486342148,1.01851489431277,-0.670054581381933,2.41677913677158,2.73474072805178
Ukraine,2124.6623187838,2187.73050991433,2638.3260548504,3096.56169661923,3661.45620430228,-9.44383110963591,2.85479785845692,2.810645078612,4.0163856007363,3.79371893400872
Upper middle income,8155.88180217313,8053.16788417431,8846.47638579569,9468.93298334383,9572.87278662793,3.47341274372086,3.44695224620548,4.40723505183702,4.23532085130689,3.52685527882213
Uruguay,15613.7459681824,16715.6334746253,18690.8938401411,18703.8602924478,17688.01500769,0.0302704170296124,1.32968121444294,1.25792913208215,0.109558005853614,-0.0101989840723036
United States,56863.3714957652,58021.4004997125,60109.6557260477,63064.4184096731,65279.5290260953,2.31944145566627,0.977012681566976,1.68732140604138,2.45567919884604,1.69701129870931
Uzbekistan,2753.97107219949,2704.67718798168,1916.76464246779,1597.0683366109,1784.00981608195,5.36481697232252,4.10607276057955,2.6524847322477,3.54079676338269,3.74451756655768
St. Vincent and the Grenadines,6921.70247858157,7074.5487647385,7213.02585706279,7361.4009618002,7460.15336179271,1.08354784725813,1.58954170350691,0.669624012432067,1.80377924585939,0.185859074429359
"Venezuela, RB",,,,,,,,,,
British Virgin Islands,,,,,,,,,,
Virgin Islands (U.S.),34007.3529411765,35324.9748874586,35365.0693039774,36448.2574929206,38136.6657604365,-0.26792231561096,1.78607056891147,-0.517853882355141,1.85313503226421,2.53167435595158
Vietnam,2085.10134910739,2192.17448247545,2365.52161506114,2566.4474870063,2715.27598010995,5.57052594829395,5.11813729007686,5.7280884115717,6.01639837930368,6.00103665097893
Vanuatu,2695.66618597973,2805.66532016404,3082.47508309466,3125.40499918952,3116.29775912529,-2.30866935730764,1.9812444428333,3.64448510922514,0.377254096136937,1.41522700357308
World,10222.6082696736,10264.9286617534,10798.15276503,11347.3358468855,11397.0860002155,1.96320390846685,1.63703698333157,2.21716481148262,2.13854609534094,1.52032777115821
Samoa,4071.92695930307,4109.66322774081,4258.97876710344,4187.50472923664,4322.86845664045,3.60160415801118,7.55377049599575,0.619350401445942,-1.62092175286475,3.86876461636214
Kosovo,3520.7664492744,3759.56024604446,4009.38098680368,4384.0488917319,4416.10835754636,7.37186722717121,6.20362255572238,4.03870892350164,3.05666474089918,5.23743315853207
"Yemen, Rep.",1601.83006281162,1152.7209657707,964.264810541189,758.145241569423,,-29.8271446402656,-11.6111372548828,-7.34518042867448,-1.5945638098916,
South Africa,6259.83968110571,5756.96574098804,6690.93984735096,7005.09541266022,6624.76186493309,-0.218801180743498,-0.806311266588793,-0.265300653069517,0.113021477550987,-1.19609144119572
Zambia,1338.29092708188,1280.80654257604,1535.19657398198,1516.36837125728,1305.00103080403,-0.187950012505681,0.706659429492106,0.494085597516801,1.04803356100132,-1.45136446466172
Zimbabwe,1445.06970213198,1464.58895715841,1235.18903192064,1254.64226494434,1316.74065692871,0.100575480569987,-0.793105404843814,3.1924525709815,3.35616607123501,-7.46862686012715
